state,year,crime_group,crime_subgroup,cases_stolen,value_stolen,cases_recovered,value_recovered,source_dataset
Haryana,2010,Theft - Property,4. Theft,16266,587990593,4859,235612864,property_stolen_and_recovered
Himachal Pradesh,2010,Theft - Property,4. Theft,837,97672155,377,42188916,property_stolen_and_recovered
Jammu & Kashmir,2010,Theft - Property,4. Theft,2490,143631373,985,78485237,property_stolen_and_recovered
Jharkhand,2010,Theft - Property,4. Theft,7090,141140357,1379,31022247,property_stolen_and_recovered
Karnataka,2010,Theft - Property,4. Theft,20093,1469775629,6480,587641348,property_stolen_and_recovered
Kerala,2010,Theft - Property,4. Theft,4065,206828894,2110,72925126,property_stolen_and_recovered
Lakshadweep,2010,Theft - Property,4. Theft,4,18000,2,9000,property_stolen_and_recovered
Madhya Pradesh,2010,Theft - Property,4. Theft,21523,659776896,6682,271839332,property_stolen_and_recovered
Maharashtra,2010,Theft - Property,4. Theft,52363,3640776890,16765,958264429,property_stolen_and_recovered
Manipur,2010,Theft - Property,4. Theft,417,30208364,30,1183700,property_stolen_and_recovered
Meghalaya,2010,Theft - Property,4. Theft,640,37310792,169,7235650,property_stolen_and_recovered
Mizoram,2010,Theft - Property,4. Theft,813,34672287,701,16293877,property_stolen_and_recovered
Nagaland,2010,Theft - Property,4. Theft,372,223472115,73,31153660,property_stolen_and_recovered
Odisha,2010,Theft - Property,4. Theft,7572,663821864,3454,220635148,property_stolen_and_recovered
Puducherry,2010,Theft - Property,4. Theft,534,18821640,266,11800800,property_stolen_and_recovered
Punjab,2010,Theft - Property,4. Theft,5407,497975470,2801,231391885,property_stolen_and_recovered
Rajasthan,2010,Theft - Property,4. Theft,20981,988468024,4798,588095593,property_stolen_and_recovered
Sikkim,2010,Theft - Property,4. Theft,53,2835372,22,1187000,property_stolen_and_recovered
Tamil Nadu,2010,Theft - Property,4. Theft,14583,464409840,11584,364514832,property_stolen_and_recovered
Tripura,2010,Theft - Property,4. Theft,410,11716542,86,2955025,property_stolen_and_recovered
Uttar Pradesh,2010,Theft - Property,4. Theft,27487,768097095,5844,258433654,property_stolen_and_recovered
Uttarakhand,2010,Theft - Property,4. Theft,1779,80909756,721,32129306,property_stolen_and_recovered
West Bengal,2010,Theft - Property,4. Theft,19388,2654448736,3515,509046211,property_stolen_and_recovered
Andaman & Nicobar Islands,2001,Total Property,7. Total Property Stolen & Recovered,143,3184477,54,1192179,property_stolen_and_recovered
Andhra Pradesh,2001,Total Property,7. Total Property Stolen & Recovered,25070,476038316,13418,186103403,property_stolen_and_recovered
Arunachal Pradesh,2001,Total Property,7. Total Property Stolen & Recovered,858,58483056,300,9652850,property_stolen_and_recovered
Assam,2001,Total Property,7. Total Property Stolen & Recovered,9778,121602215,2149,24989343,property_stolen_and_recovered
Bihar,2001,Total Property,7. Total Property Stolen & Recovered,18503,422706220,3357,47713186,property_stolen_and_recovered
Chandigarh,2001,Total Property,7. Total Property Stolen & Recovered,1948,49527109,714,21114612,property_stolen_and_recovered
Chhattisgarh,2001,Total Property,7. Total Property Stolen & Recovered,9894,112242456,3298,37331973,property_stolen_and_recovered
Dadra & Nagar Haveli,2001,Total Property,7. Total Property Stolen & Recovered,106,11604547,43,5314436,property_stolen_and_recovered
Daman & Diu,2001,Total Property,7. Total Property Stolen & Recovered,94,14151158,21,2323494,property_stolen_and_recovered
Delhi,2001,Total Property,7. Total Property Stolen & Recovered,25170,2127553393,5893,218254594,property_stolen_and_recovered
Goa,2001,Total Property,7. Total Property Stolen & Recovered,1004,239891783,289,9521526,property_stolen_and_recovered
Gujarat,2001,Total Property,7. Total Property Stolen & Recovered,24410,1149816876,7385,227693256,property_stolen_and_recovered
Haryana,2001,Total Property,7. Total Property Stolen & Recovered,10536,404891438,5103,257829983,property_stolen_and_recovered
Himachal Pradesh,2001,Total Property,7. Total Property Stolen & Recovered,1573,59011695,367,24625652,property_stolen_and_recovered
Jammu & Kashmir,2001,Total Property,7. Total Property Stolen & Recovered,3531,100502822,833,33575768,property_stolen_and_recovered
Jharkhand,2001,Total Property,7. Total Property Stolen & Recovered,5764,126668437,1411,14052425,property_stolen_and_recovered
Karnataka,2001,Total Property,7. Total Property Stolen & Recovered,21039,583882867,6652,218531303,property_stolen_and_recovered
Kerala,2001,Total Property,7. Total Property Stolen & Recovered,10442,433136856,3320,99493533,property_stolen_and_recovered
Lakshadweep,2001,Total Property,7. Total Property Stolen & Recovered,12,109290,5,35400,property_stolen_and_recovered
Madhya Pradesh,2001,Total Property,7. Total Property Stolen & Recovered,37554,501301044,11779,203882247,property_stolen_and_recovered
Maharashtra,2001,Total Property,7. Total Property Stolen & Recovered,60173,4001169316,20787,856697065,property_stolen_and_recovered
Manipur,2001,Total Property,7. Total Property Stolen & Recovered,455,31017310,47,3658556,property_stolen_and_recovered
Meghalaya,2001,Total Property,7. Total Property Stolen & Recovered,713,13868800,191,3662712,property_stolen_and_recovered
Mizoram,2001,Total Property,7. Total Property Stolen & Recovered,1516,18857452,866,10038622,property_stolen_and_recovered
Nagaland,2001,Total Property,7. Total Property Stolen & Recovered,463,81016077,120,6805838,property_stolen_and_recovered
Odisha,2001,Total Property,7. Total Property Stolen & Recovered,10167,220741872,5068,52527851,property_stolen_and_recovered
Puducherry,2001,Total Property,7. Total Property Stolen & Recovered,651,10439367,303,4421759,property_stolen_and_recovered
Punjab,2001,Total Property,7. Total Property Stolen & Recovered,5950,465830826,3045,225006524,property_stolen_and_recovered
Rajasthan,2001,Total Property,7. Total Property Stolen & Recovered,25326,582726219,7854,358218186,property_stolen_and_recovered
Sikkim,2001,Total Property,7. Total Property Stolen & Recovered,129,3351263,40,1158845,property_stolen_and_recovered
Tamil Nadu,2001,Total Property,7. Total Property Stolen & Recovered,24606,735013778,17295,333439558,property_stolen_and_recovered
Tripura,2001,Total Property,7. Total Property Stolen & Recovered,579,13759600,130,724170,property_stolen_and_recovered
Uttar Pradesh,2001,Total Property,7. Total Property Stolen & Recovered,36711,1485857593,9376,846220887,property_stolen_and_recovered
Uttarakhand,2001,Total Property,7. Total Property Stolen & Recovered,2346,84480844,549,15855404,property_stolen_and_recovered
West Bengal,2001,Total Property,7. Total Property Stolen & Recovered,18204,427887883,4359,111594745,property_stolen_and_recovered
Andaman & Nicobar Islands,2002,Total Property,7. Total Property Stolen & Recovered,110,1842721,37,666759,property_stolen_and_recovered
Andhra Pradesh,2002,Total Property,7. Total Property Stolen & Recovered,28340,550010981,14067,216606581,property_stolen_and_recovered
Arunachal Pradesh,2002,Total Property,7. Total Property Stolen & Recovered,819,39483510,295,14786088,property_stolen_and_recovered
Assam,2002,Total Property,7. Total Property Stolen & Recovered,10269,139977748,2258,29712976,property_stolen_and_recovered
Bihar,2002,Total Property,7. Total Property Stolen & Recovered,19333,254239400,3217,47271522,property_stolen_and_recovered
Chandigarh,2002,Total Property,7. Total Property Stolen & Recovered,2055,71383551,604,23029062,property_stolen_and_recovered
Chhattisgarh,2002,Total Property,7. Total Property Stolen & Recovered,8687,173008693,3068,40621866,property_stolen_and_recovered
Dadra & Nagar Haveli,2002,Total Property,7. Total Property Stolen & Recovered,132,14931390,69,6083651,property_stolen_and_recovered
Daman & Diu,2002,Total Property,7. Total Property Stolen & Recovered,130,16411977,44,5347636,property_stolen_and_recovered
Delhi,2002,Total Property,7. Total Property Stolen & Recovered,22681,1968908241,8250,100376887,property_stolen_and_recovered
Goa,2002,Total Property,7. Total Property Stolen & Recovered,951,70067569,220,9847158,property_stolen_and_recovered
Gujarat,2002,Total Property,7. Total Property Stolen & Recovered,24958,5415280620,7433,199710393,property_stolen_and_recovered
Haryana,2002,Total Property,7. Total Property Stolen & Recovered,10266,426332721,5230,277900567,property_stolen_and_recovered
Himachal Pradesh,2002,Total Property,7. Total Property Stolen & Recovered,1350,130545075,372,22929845,property_stolen_and_recovered
Jammu & Kashmir,2002,Total Property,7. Total Property Stolen & Recovered,3637,102159196,1059,35295212,property_stolen_and_recovered
Jharkhand,2002,Total Property,7. Total Property Stolen & Recovered,7668,155701111,1743,25211240,property_stolen_and_recovered
Karnataka,2002,Total Property,7. Total Property Stolen & Recovered,22219,638855643,7397,264284974,property_stolen_and_recovered
Kerala,2002,Total Property,7. Total Property Stolen & Recovered,11246,631615977,3386,117814390,property_stolen_and_recovered
Lakshadweep,2002,Total Property,7. Total Property Stolen & Recovered,21,209735,7,85295,property_stolen_and_recovered
Madhya Pradesh,2002,Total Property,7. Total Property Stolen & Recovered,37451,576014559,13122,226088417,property_stolen_and_recovered
Maharashtra,2002,Total Property,7. Total Property Stolen & Recovered,57544,9816576492,19944,1300723470,property_stolen_and_recovered
Manipur,2002,Total Property,7. Total Property Stolen & Recovered,429,23206932,28,1814255,property_stolen_and_recovered
Meghalaya,2002,Total Property,7. Total Property Stolen & Recovered,758,17988692,158,5095486,property_stolen_and_recovered
Mizoram,2002,Total Property,7. Total Property Stolen & Recovered,1499,32811874,961,9221035,property_stolen_and_recovered
Nagaland,2002,Total Property,7. Total Property Stolen & Recovered,529,27644441,216,5752775,property_stolen_and_recovered
Odisha,2002,Total Property,7. Total Property Stolen & Recovered,9287,212601484,4014,76089944,property_stolen_and_recovered
Puducherry,2002,Total Property,7. Total Property Stolen & Recovered,675,13995944,255,4897427,property_stolen_and_recovered
Punjab,2002,Total Property,7. Total Property Stolen & Recovered,6038,563501865,3498,330784701,property_stolen_and_recovered
Rajasthan,2002,Total Property,7. Total Property Stolen & Recovered,22730,570166500,6745,338610258,property_stolen_and_recovered
Sikkim,2002,Total Property,7. Total Property Stolen & Recovered,118,836030,29,398485,property_stolen_and_recovered
Tamil Nadu,2002,Total Property,7. Total Property Stolen & Recovered,25825,695528915,19263,391752230,property_stolen_and_recovered
Tripura,2002,Total Property,7. Total Property Stolen & Recovered,619,30801738,123,1443478,property_stolen_and_recovered
Uttar Pradesh,2002,Total Property,7. Total Property Stolen & Recovered,27826,782197250,8642,486575305,property_stolen_and_recovered
Uttarakhand,2002,Total Property,7. Total Property Stolen & Recovered,1939,51953575,623,16294408,property_stolen_and_recovered
West Bengal,2002,Total Property,7. Total Property Stolen & Recovered,19012,455513698,4274,141080560,property_stolen_and_recovered
Andaman & Nicobar Islands,2003,Total Property,7. Total Property Stolen & Recovered,128,3183650,40,1001787,property_stolen_and_recovered
Andhra Pradesh,2003,Total Property,7. Total Property Stolen & Recovered,33315,660684437,14975,268491192,property_stolen_and_recovered
Arunachal Pradesh,2003,Total Property,7. Total Property Stolen & Recovered,776,44089224,265,17151100,property_stolen_and_recovered
Assam,2003,Total Property,7. Total Property Stolen & Recovered,10298,182583864,2272,51941294,property_stolen_and_recovered
Bihar,2003,Total Property,7. Total Property Stolen & Recovered,19211,275325321,2976,41222925,property_stolen_and_recovered
Chandigarh,2003,Total Property,7. Total Property Stolen & Recovered,1578,63722359,775,27951461,property_stolen_and_recovered
Chhattisgarh,2003,Total Property,7. Total Property Stolen & Recovered,8592,146930510,2757,42417804,property_stolen_and_recovered
Dadra & Nagar Haveli,2003,Total Property,7. Total Property Stolen & Recovered,132,74116906,58,6909142,property_stolen_and_recovered
Daman & Diu,2003,Total Property,7. Total Property Stolen & Recovered,107,18174225,32,7758679,property_stolen_and_recovered
Delhi,2003,Total Property,7. Total Property Stolen & Recovered,20953,1938163132,7847,76625398,property_stolen_and_recovered
Goa,2003,Total Property,7. Total Property Stolen & Recovered,847,275404206,325,8566930,property_stolen_and_recovered
Gujarat,2003,Total Property,7. Total Property Stolen & Recovered,29407,3241929941,8716,308623233,property_stolen_and_recovered
Haryana,2003,Total Property,7. Total Property Stolen & Recovered,10024,491144301,5541,335546082,property_stolen_and_recovered
Himachal Pradesh,2003,Total Property,7. Total Property Stolen & Recovered,1392,71797484,406,26443221,property_stolen_and_recovered
Jammu & Kashmir,2003,Total Property,7. Total Property Stolen & Recovered,3768,130153108,1143,57110184,property_stolen_and_recovered
Jharkhand,2003,Total Property,7. Total Property Stolen & Recovered,7211,144100978,1827,29646414,property_stolen_and_recovered
Karnataka,2003,Total Property,7. Total Property Stolen & Recovered,22463,700067515,6708,218541891,property_stolen_and_recovered
Kerala,2003,Total Property,7. Total Property Stolen & Recovered,9843,570632818,3349,125595872,property_stolen_and_recovered
Lakshadweep,2003,Total Property,7. Total Property Stolen & Recovered,14,178650,3,96650,property_stolen_and_recovered
Madhya Pradesh,2003,Total Property,7. Total Property Stolen & Recovered,35947,600151731,12178,235335412,property_stolen_and_recovered
Maharashtra,2003,Total Property,7. Total Property Stolen & Recovered,57118,3874559515,20159,749453074,property_stolen_and_recovered
Manipur,2003,Total Property,7. Total Property Stolen & Recovered,423,17190467,29,2323464,property_stolen_and_recovered
Meghalaya,2003,Total Property,7. Total Property Stolen & Recovered,728,268521456,103,2537849,property_stolen_and_recovered
Mizoram,2003,Total Property,7. Total Property Stolen & Recovered,2063,18953062,1348,11824395,property_stolen_and_recovered
Nagaland,2003,Total Property,7. Total Property Stolen & Recovered,437,9666617,163,4032287,property_stolen_and_recovered
Odisha,2003,Total Property,7. Total Property Stolen & Recovered,9462,187440215,4607,73064104,property_stolen_and_recovered
Puducherry,2003,Total Property,7. Total Property Stolen & Recovered,720,20367570,288,5686424,property_stolen_and_recovered
Punjab,2003,Total Property,7. Total Property Stolen & Recovered,6806,727447197,3895,392322250,property_stolen_and_recovered
Rajasthan,2003,Total Property,7. Total Property Stolen & Recovered,23652,617440643,6845,319666328,property_stolen_and_recovered
Sikkim,2003,Total Property,7. Total Property Stolen & Recovered,127,8579505,30,1270754,property_stolen_and_recovered
Tamil Nadu,2003,Total Property,7. Total Property Stolen & Recovered,24082,539833082,18758,368499696,property_stolen_and_recovered
Tripura,2003,Total Property,7. Total Property Stolen & Recovered,576,14532819,108,2965911,property_stolen_and_recovered
Uttar Pradesh,2003,Total Property,7. Total Property Stolen & Recovered,18012,805220837,6363,506787481,property_stolen_and_recovered
Uttarakhand,2003,Total Property,7. Total Property Stolen & Recovered,1948,51537513,672,16482052,property_stolen_and_recovered
West Bengal,2003,Total Property,7. Total Property Stolen & Recovered,15618,556555474,4340,132050530,property_stolen_and_recovered
Andaman & Nicobar Islands,2004,Total Property,7. Total Property Stolen & Recovered,175,5083318,95,3070433,property_stolen_and_recovered
Andhra Pradesh,2004,Total Property,7. Total Property Stolen & Recovered,32463,776046128,15744,282645926,property_stolen_and_recovered
Arunachal Pradesh,2004,Total Property,7. Total Property Stolen & Recovered,730,27988747,182,6137283,property_stolen_and_recovered
Assam,2004,Total Property,7. Total Property Stolen & Recovered,10575,205124349,2264,34821706,property_stolen_and_recovered
Bihar,2004,Total Property,7. Total Property Stolen & Recovered,21673,382437886,3228,60787255,property_stolen_and_recovered
Chandigarh,2004,Total Property,7. Total Property Stolen & Recovered,1775,75067586,849,36215872,property_stolen_and_recovered
Chhattisgarh,2004,Total Property,7. Total Property Stolen & Recovered,10548,202799512,3383,67401154,property_stolen_and_recovered
Dadra & Nagar Haveli,2004,Total Property,7. Total Property Stolen & Recovered,112,618751642,50,7241446,property_stolen_and_recovered
Daman & Diu,2004,Total Property,7. Total Property Stolen & Recovered,72,4972825,22,803600,property_stolen_and_recovered
Delhi,2004,Total Property,7. Total Property Stolen & Recovered,24902,2294356956,9593,115582547,property_stolen_and_recovered
Goa,2004,Total Property,7. Total Property Stolen & Recovered,846,95000374,312,9454256,property_stolen_and_recovered
Gujarat,2004,Total Property,7. Total Property Stolen & Recovered,28241,6575355355,8292,288923468,property_stolen_and_recovered
Haryana,2004,Total Property,7. Total Property Stolen & Recovered,10821,462879255,5474,286452866,property_stolen_and_recovered
Himachal Pradesh,2004,Total Property,7. Total Property Stolen & Recovered,1541,86940050,481,19122864,property_stolen_and_recovered
Jammu & Kashmir,2004,Total Property,7. Total Property Stolen & Recovered,3621,111024669,1039,47110376,property_stolen_and_recovered
Jharkhand,2004,Total Property,7. Total Property Stolen & Recovered,7668,155701111,1743,25211240,property_stolen_and_recovered
Karnataka,2004,Total Property,7. Total Property Stolen & Recovered,24265,812326481,7106,303383721,property_stolen_and_recovered
Kerala,2004,Total Property,7. Total Property Stolen & Recovered,10598,467846875,3824,118246729,property_stolen_and_recovered
Lakshadweep,2004,Total Property,7. Total Property Stolen & Recovered,7,7770,3,3410,property_stolen_and_recovered
Madhya Pradesh,2004,Total Property,7. Total Property Stolen & Recovered,37646,627039527,13442,241735232,property_stolen_and_recovered
Maharashtra,2004,Total Property,7. Total Property Stolen & Recovered,65025,5206095253,21721,810624001,property_stolen_and_recovered
Manipur,2004,Total Property,7. Total Property Stolen & Recovered,392,40213990,31,5450783,property_stolen_and_recovered
Meghalaya,2004,Total Property,7. Total Property Stolen & Recovered,711,127591156,135,14458164,property_stolen_and_recovered
Mizoram,2004,Total Property,7. Total Property Stolen & Recovered,876,1354490,640,880200,property_stolen_and_recovered
Nagaland,2004,Total Property,7. Total Property Stolen & Recovered,281,11990446,99,2491525,property_stolen_and_recovered
Odisha,2004,Total Property,7. Total Property Stolen & Recovered,10415,228543539,4759,87102662,property_stolen_and_recovered
Puducherry,2004,Total Property,7. Total Property Stolen & Recovered,730,14967498,464,7984326,property_stolen_and_recovered
Punjab,2004,Total Property,7. Total Property Stolen & Recovered,5355,1102678622,2935,378750565,property_stolen_and_recovered
Rajasthan,2004,Total Property,7. Total Property Stolen & Recovered,24551,628070424,6796,339005144,property_stolen_and_recovered
Sikkim,2004,Total Property,7. Total Property Stolen & Recovered,168,14489542,42,2086835,property_stolen_and_recovered
Tamil Nadu,2004,Total Property,7. Total Property Stolen & Recovered,22489,554827854,18546,356073796,property_stolen_and_recovered
Tripura,2004,Total Property,7. Total Property Stolen & Recovered,577,16328043,94,6652735,property_stolen_and_recovered
Uttar Pradesh,2004,Total Property,7. Total Property Stolen & Recovered,26487,1038790881,8479,578303988,property_stolen_and_recovered
Uttarakhand,2004,Total Property,7. Total Property Stolen & Recovered,2181,58231731,658,16075668,property_stolen_and_recovered
West Bengal,2004,Total Property,7. Total Property Stolen & Recovered,17679,586035607,4854,134405024,property_stolen_and_recovered
Andaman & Nicobar Islands,2005,Total Property,7. Total Property Stolen & Recovered,172,261703281,80,4202483,property_stolen_and_recovered
Andhra Pradesh,2005,Total Property,7. Total Property Stolen & Recovered,32858,835804568,17962,384024399,property_stolen_and_recovered
Arunachal Pradesh,2005,Total Property,7. Total Property Stolen & Recovered,949,103453293,247,10650151,property_stolen_and_recovered
Assam,2005,Total Property,7. Total Property Stolen & Recovered,10589,226208836,2881,53159940,property_stolen_and_recovered
Bihar,2005,Total Property,7. Total Property Stolen & Recovered,20015,308853991,3206,50933407,property_stolen_and_recovered
Chandigarh,2005,Total Property,7. Total Property Stolen & Recovered,1796,68882824,806,23799716,property_stolen_and_recovered
Chhattisgarh,2005,Total Property,7. Total Property Stolen & Recovered,10154,284057082,3744,144020041,property_stolen_and_recovered
Dadra & Nagar Haveli,2005,Total Property,7. Total Property Stolen & Recovered,126,24498525,66,15960625,property_stolen_and_recovered
Daman & Diu,2005,Total Property,7. Total Property Stolen & Recovered,100,8485596,24,1156843,property_stolen_and_recovered
Delhi,2005,Total Property,7. Total Property Stolen & Recovered,24493,2059791640,10505,95162967,property_stolen_and_recovered
Goa,2005,Total Property,7. Total Property Stolen & Recovered,854,97755667,273,14036795,property_stolen_and_recovered
Gujarat,2005,Total Property,7. Total Property Stolen & Recovered,26642,3780550600,8366,354357628,property_stolen_and_recovered
Haryana,2005,Total Property,7. Total Property Stolen & Recovered,13584,969967442,6343,750221865,property_stolen_and_recovered
Himachal Pradesh,2005,Total Property,7. Total Property Stolen & Recovered,1551,77410389,479,28142036,property_stolen_and_recovered
Jammu & Kashmir,2005,Total Property,7. Total Property Stolen & Recovered,3544,110658546,979,43064999,property_stolen_and_recovered
Jharkhand,2005,Total Property,7. Total Property Stolen & Recovered,8814,196743782,1885,35909015,property_stolen_and_recovered
Karnataka,2005,Total Property,7. Total Property Stolen & Recovered,25185,2781334074,7973,357261516,property_stolen_and_recovered
Kerala,2005,Total Property,7. Total Property Stolen & Recovered,10952,672098935,3532,95246439,property_stolen_and_recovered
Lakshadweep,2005,Total Property,7. Total Property Stolen & Recovered,9,261658,2,9410,property_stolen_and_recovered
Madhya Pradesh,2005,Total Property,7. Total Property Stolen & Recovered,34691,695025291,12822,277709045,property_stolen_and_recovered
Maharashtra,2005,Total Property,7. Total Property Stolen & Recovered,70162,6472818409,23704,885513709,property_stolen_and_recovered
Manipur,2005,Total Property,7. Total Property Stolen & Recovered,389,115514363,34,886110,property_stolen_and_recovered
Meghalaya,2005,Total Property,7. Total Property Stolen & Recovered,747,36733679,154,6766862,property_stolen_and_recovered
Mizoram,2005,Total Property,7. Total Property Stolen & Recovered,1270,18816636,963,12239706,property_stolen_and_recovered
Nagaland,2005,Total Property,7. Total Property Stolen & Recovered,492,24030333,130,10038405,property_stolen_and_recovered
Odisha,2005,Total Property,7. Total Property Stolen & Recovered,11276,303393660,5528,120929669,property_stolen_and_recovered
Puducherry,2005,Total Property,7. Total Property Stolen & Recovered,549,19654615,377,14721134,property_stolen_and_recovered
Punjab,2005,Total Property,7. Total Property Stolen & Recovered,5700,803333365,3406,562267445,property_stolen_and_recovered
Rajasthan,2005,Total Property,7. Total Property Stolen & Recovered,19690,736101719,6921,410789941,property_stolen_and_recovered
Sikkim,2005,Total Property,7. Total Property Stolen & Recovered,166,5335878,40,1267560,property_stolen_and_recovered
Tamil Nadu,2005,Total Property,7. Total Property Stolen & Recovered,20352,434945098,17227,313875556,property_stolen_and_recovered
Tripura,2005,Total Property,7. Total Property Stolen & Recovered,640,24059098,107,4924595,property_stolen_and_recovered
Uttar Pradesh,2005,Total Property,7. Total Property Stolen & Recovered,23644,965375333,7898,547115327,property_stolen_and_recovered
Uttarakhand,2005,Total Property,7. Total Property Stolen & Recovered,2186,69814936,717,20230893,property_stolen_and_recovered
West Bengal,2005,Total Property,7. Total Property Stolen & Recovered,15448,496521039,4435,109385164,property_stolen_and_recovered
Andaman & Nicobar Islands,2006,Total Property,7. Total Property Stolen & Recovered,191,7080770,81,2216709,property_stolen_and_recovered
Andhra Pradesh,2006,Total Property,7. Total Property Stolen & Recovered,32815,996024721,16837,436102758,property_stolen_and_recovered
Arunachal Pradesh,2006,Total Property,7. Total Property Stolen & Recovered,871,46993246,334,11115684,property_stolen_and_recovered
Assam,2006,Total Property,7. Total Property Stolen & Recovered,12583,517377449,3159,181939717,property_stolen_and_recovered
Bihar,2006,Total Property,7. Total Property Stolen & Recovered,20326,283145127,3182,45435277,property_stolen_and_recovered
Chandigarh,2006,Total Property,7. Total Property Stolen & Recovered,1648,61267281,834,29172639,property_stolen_and_recovered
Chhattisgarh,2006,Total Property,7. Total Property Stolen & Recovered,9688,349906478,3515,79645052,property_stolen_and_recovered
Dadra & Nagar Haveli,2006,Total Property,7. Total Property Stolen & Recovered,152,70488560,57,9943910,property_stolen_and_recovered
Daman & Diu,2006,Total Property,7. Total Property Stolen & Recovered,144,19301080,26,3033840,property_stolen_and_recovered
Delhi,2006,Total Property,7. Total Property Stolen & Recovered,24041,2548624593,9851,135236686,property_stolen_and_recovered
Goa,2006,Total Property,7. Total Property Stolen & Recovered,801,128964711,240,18044619,property_stolen_and_recovered
Gujarat,2006,Total Property,7. Total Property Stolen & Recovered,27217,2588819656,8903,311989512,property_stolen_and_recovered
Haryana,2006,Total Property,7. Total Property Stolen & Recovered,16375,793943325,7695,440261907,property_stolen_and_recovered
Himachal Pradesh,2006,Total Property,7. Total Property Stolen & Recovered,1752,141066404,504,40052403,property_stolen_and_recovered
Jammu & Kashmir,2006,Total Property,7. Total Property Stolen & Recovered,3531,132745856,1068,58372605,property_stolen_and_recovered
Jharkhand,2006,Total Property,7. Total Property Stolen & Recovered,9625,170093250,1730,27779882,property_stolen_and_recovered
Karnataka,2006,Total Property,7. Total Property Stolen & Recovered,23164,976059874,7752,327583403,property_stolen_and_recovered
Kerala,2006,Total Property,7. Total Property Stolen & Recovered,10564,1441512632,3087,122680460,property_stolen_and_recovered
Lakshadweep,2006,Total Property,7. Total Property Stolen & Recovered,19,376300,12,111200,property_stolen_and_recovered
Madhya Pradesh,2006,Total Property,7. Total Property Stolen & Recovered,35604,1112553051,12874,323758170,property_stolen_and_recovered
Maharashtra,2006,Total Property,7. Total Property Stolen & Recovered,70004,7247492694,24180,1038628130,property_stolen_and_recovered
Manipur,2006,Total Property,7. Total Property Stolen & Recovered,538,55464597,36,1393005,property_stolen_and_recovered
Meghalaya,2006,Total Property,7. Total Property Stolen & Recovered,758,46353666,161,6506859,property_stolen_and_recovered
Mizoram,2006,Total Property,7. Total Property Stolen & Recovered,1203,51113034,895,10827472,property_stolen_and_recovered
Nagaland,2006,Total Property,7. Total Property Stolen & Recovered,511,178771972,196,10480827,property_stolen_and_recovered
Odisha,2006,Total Property,7. Total Property Stolen & Recovered,11465,410264680,5927,136889225,property_stolen_and_recovered
Puducherry,2006,Total Property,7. Total Property Stolen & Recovered,657,28496009,347,22257370,property_stolen_and_recovered
Punjab,2006,Total Property,7. Total Property Stolen & Recovered,7388,560219626,3998,276979875,property_stolen_and_recovered
Rajasthan,2006,Total Property,7. Total Property Stolen & Recovered,22623,805113937,7192,454715661,property_stolen_and_recovered
Sikkim,2006,Total Property,7. Total Property Stolen & Recovered,216,9314414,61,2802200,property_stolen_and_recovered
Tamil Nadu,2006,Total Property,7. Total Property Stolen & Recovered,17787,488594368,15620,357485712,property_stolen_and_recovered
Tripura,2006,Total Property,7. Total Property Stolen & Recovered,898,27870880,228,6384673,property_stolen_and_recovered
Uttar Pradesh,2006,Total Property,7. Total Property Stolen & Recovered,23845,1087334791,8133,1000583842,property_stolen_and_recovered
Uttarakhand,2006,Total Property,7. Total Property Stolen & Recovered,1922,69956644,723,20570400,property_stolen_and_recovered
West Bengal,2006,Total Property,7. Total Property Stolen & Recovered,15721,586751748,3600,121322464,property_stolen_and_recovered
Andaman & Nicobar Islands,2007,Total Property,7. Total Property Stolen & Recovered,223,10346456,63,2627416,property_stolen_and_recovered
Andhra Pradesh,2007,Total Property,7. Total Property Stolen & Recovered,32739,946145497,17746,463292906,property_stolen_and_recovered
Arunachal Pradesh,2007,Total Property,7. Total Property Stolen & Recovered,896,98711949,386,19622170,property_stolen_and_recovered
Assam,2007,Total Property,7. Total Property Stolen & Recovered,17809,221355879,3407,57835155,property_stolen_and_recovered
Bihar,2007,Total Property,7. Total Property Stolen & Recovered,19494,327832613,2778,53220988,property_stolen_and_recovered
Chandigarh,2007,Total Property,7. Total Property Stolen & Recovered,2201,99772207,808,30425210,property_stolen_and_recovered
Chhattisgarh,2007,Total Property,7. Total Property Stolen & Recovered,9837,344666888,3605,142302236,property_stolen_and_recovered
Dadra & Nagar Haveli,2007,Total Property,7. Total Property Stolen & Recovered,146,68476623,63,38924810,property_stolen_and_recovered
Daman & Diu,2007,Total Property,7. Total Property Stolen & Recovered,105,32104265,16,6122750,property_stolen_and_recovered
Delhi,2007,Total Property,7. Total Property Stolen & Recovered,23713,1849610325,8449,100794714,property_stolen_and_recovered
Goa,2007,Total Property,7. Total Property Stolen & Recovered,845,129339357,237,17147274,property_stolen_and_recovered
Gujarat,2007,Total Property,7. Total Property Stolen & Recovered,26069,1693060148,8735,402552487,property_stolen_and_recovered
Haryana,2007,Total Property,7. Total Property Stolen & Recovered,17536,889795438,7895,503716384,property_stolen_and_recovered
Himachal Pradesh,2007,Total Property,7. Total Property Stolen & Recovered,2114,159234517,557,44316726,property_stolen_and_recovered
Jammu & Kashmir,2007,Total Property,7. Total Property Stolen & Recovered,3808,205535168,1267,76286462,property_stolen_and_recovered
Jharkhand,2007,Total Property,7. Total Property Stolen & Recovered,10245,228644383,1582,37075425,property_stolen_and_recovered
